1,Red,RED(x=5, y=5),2302041
2,Blue,REDSWAP(),2094458
3,Red,BLUE(x=8, y=3),3024897416
4,Blue,RED(x=4, y=5),3018899541
5,Red,BLUE(x=7, y=6),6043902333
6,Blue,RED(x=3, y=5),6038834749
7,Red,BLUE(x=6, y=5),9058401542
8,Blue,RED(x=7, y=3),9052397833
9,Red,BLUE(x=8, y=2),12073260250
10,Blue,RED(x=7, y=2),12068790416
11,Red,BLUE(x=7, y=4),15087370375
12,Blue,RED(x=8, y=0),15080267333
13,Red,BLUE(x=9, y=1),18100282084
14,Blue,RED(x=7, y=9),18094859917
15,Red,BLUE(x=5, y=6),21113404584
16,Blue,RED(x=6, y=6),21109470750
17,Red,BLUE(x=4, y=8),24128891126
18,Blue,RED(x=4, y=6),24128367667
19,Red,BLUE(x=4, y=7),27146678501
20,Blue,RED(x=2, y=7),27148201917
21,Red,BLUE(x=4, y=9),30167274168
22,Blue,RED(x=1, y=4),30164632333
23,Red,BLUE(x=10, y=0),33183062377
24,Blue,RED(x=9, y=8),33180262541
25,Red,BLUE(x=4, y=10),36184607877
Blue,33180262541
Red,36184607877
winner,Red,WIN
