1,Red,RED(x=5, y=5),2273167
2,Blue,REDSWAP(),1833875
3,Red,BLUE(x=7, y=5),3024916459
4,Blue,RED(x=2, y=6),3019414167
5,Red,BLUE(x=7, y=6),6042208042
6,Blue,RED(x=10, y=0),6038983625
7,Red,BLUE(x=7, y=2),9057055709
8,Blue,RED(x=7, y=4),9055742542
9,Red,BLUE(x=4, y=4),12074645793
10,Blue,RED(x=4, y=5),12070855459
11,Red,BLUE(x=7, y=1),15091364002
12,Blue,RED(x=8, y=4),15084378917
13,Red,BLUE(x=0, y=10),18110885210
14,Blue,RED(x=3, y=5),18099163792
15,Red,BLUE(x=3, y=3),21131036710
16,Blue,RED(x=1, y=6),21118560334
17,Red,BLUE(x=6, y=7),24147602668
18,Blue,RED(x=9, y=4),24141423875
19,Red,BLUE(x=6, y=1),27169230668
20,Blue,RED(x=6, y=4),27162475167
21,Red,BLUE(x=5, y=2),30195896918
22,Blue,RED(x=10, y=4),30193009500
23,Red,BLUE(x=5, y=9),33206865293
24,Blue,RED(x=0, y=6),33194929541
Blue,33194929541
Red,33206865293
winner,Blue,WIN
