1,Red,RED(x=5, y=5),2316875
2,Blue,REDSWAP(),1835833
3,Red,BLUE(x=2, y=7),3019007083
4,Blue,RED(x=1, y=9),3023047500
5,Red,BLUE(x=4, y=4),6032798124
6,Blue,RED(x=0, y=10),6041063500
7,Red,BLUE(x=3, y=8),9049961374
8,Blue,RED(x=4, y=6),9056575625
9,Red,BLUE(x=3, y=6),12064882499
10,Blue,RED(x=8, y=2),12072313208
11,Red,BLUE(x=2, y=9),15078152207
12,Blue,RED(x=6, y=1),15090718541
13,Red,BLUE(x=2, y=8),18095912832
14,Blue,RED(x=3, y=1),18108663333
15,Red,BLUE(x=4, y=1),21110993207
16,Blue,RED(x=10, y=0),21127538999
17,Red,BLUE(x=4, y=0),24130003790
18,Blue,RED(x=8, y=1),24145812415
19,Red,BLUE(x=3, y=3),27149848207
20,Blue,RED(x=7, y=3),27165331373
21,Red,BLUE(x=3, y=5),30166510749
22,Blue,RED(x=10, y=7),30183916373
23,Red,BLUE(x=4, y=2),33186671916
24,Blue,RED(x=6, y=9),33204719914
25,Red,BLUE(x=3, y=4),36192303541
26,Blue,RED(x=0, y=5),36206914831
27,Red,BLUE(x=2, y=10),39193436999
Blue,36206914831
Red,39193436999
winner,Red,WIN
