1,Red,RED(x=5, y=5),2181916
2,Blue,REDSWAP(),2130625
3,Red,BLUE(x=6, y=4),3021263833
4,Blue,RED(x=6, y=5),3020995458
5,Red,BLUE(x=3, y=5),6037045542
6,Blue,RED(x=1, y=9),6040659916
7,Red,BLUE(x=5, y=4),9048081333
8,Blue,RED(x=7, y=5),9057935499
9,Red,BLUE(x=2, y=7),12061010250
10,Blue,RED(x=4, y=8),12073258707
11,Red,BLUE(x=3, y=8),15073764875
12,Blue,RED(x=2, y=10),15090367915
13,Red,BLUE(x=3, y=9),18090126125
14,Blue,RED(x=3, y=10),18109427624
15,Red,BLUE(x=4, y=9),21103816792
16,Blue,RED(x=4, y=10),21123858874
17,Red,BLUE(x=6, y=8),24120760751
18,Blue,RED(x=7, y=8),24142514540
19,Red,BLUE(x=6, y=9),27137837209
20,Blue,RED(x=1, y=10),27159958290
21,Red,BLUE(x=3, y=7),30155298126
22,Blue,RED(x=9, y=1),30175054498
23,Red,BLUE(x=7, y=2),33170555043
24,Blue,RED(x=6, y=1),33192310289
25,Red,BLUE(x=4, y=5),36189133751
26,Blue,RED(x=0, y=9),36211860039
27,Red,BLUE(x=6, y=10),39208354001
28,Blue,RED(x=7, y=0),39226513373
29,Red,BLUE(x=8, y=0),42227039834
30,Blue,RED(x=7, y=4),42242850498
31,Red,BLUE(x=5, y=8),45247091751
32,Blue,RED(x=8, y=6),45263624790
33,Red,BLUE(x=8, y=1),47260423584
34,Blue,RED(x=7, y=1),47277248498
35,Red,BLUE(x=7, y=3),49266055667
36,Blue,RED(x=9, y=3),49279228998
37,Red,BLUE(x=3, y=6),51267495834
Blue,49279228998
Red,51267495834
winner,Red,WIN
