1,Red,RED(x=5, y=5),2031333
2,Blue,REDSWAP(),1980667
3,Red,BLUE(x=6, y=4),3025331708
4,Blue,RED(x=3, y=6),3019789209
5,Red,BLUE(x=6, y=5),6044224542
6,Blue,RED(x=8, y=2),6039956876
7,Red,BLUE(x=6, y=3),9057155376
8,Blue,RED(x=4, y=8),9056734168
9,Red,BLUE(x=4, y=7),12076205501
10,Blue,RED(x=2, y=8),12071988293
11,Red,BLUE(x=3, y=8),15093526751
12,Blue,RED(x=6, y=8),15085929126
13,Red,BLUE(x=5, y=6),18109035709
14,Blue,RED(x=4, y=1),18099858334
15,Red,BLUE(x=6, y=2),21129126126
16,Blue,RED(x=6, y=7),21115635792
17,Red,BLUE(x=3, y=9),24148526251
18,Blue,RED(x=3, y=4),24147371917
19,Red,BLUE(x=6, y=1),27175809418
20,Blue,RED(x=4, y=6),27168359708
21,Red,BLUE(x=7, y=0),30190245043
22,Blue,RED(x=2, y=5),30175312917
23,Red,BLUE(x=2, y=10),33191849293
Blue,30175312917
Red,33191849293
winner,Red,WIN
