1,Red,RED(x=5, y=5),2497333
2,Blue,REDSWAP(),2273792
3,Red,BLUE(x=3, y=7),3019484042
4,Blue,RED(x=3, y=6),3018844250
5,Red,BLUE(x=8, y=2),6035903376
6,Blue,RED(x=7, y=5),6039936708
7,Red,BLUE(x=6, y=5),9046836501
8,Blue,RED(x=2, y=6),9054095041
9,Red,BLUE(x=5, y=8),12063426584
10,Blue,RED(x=1, y=7),12067953375
11,Red,BLUE(x=6, y=7),15080658501
12,Blue,RED(x=8, y=4),15083026083
13,Red,BLUE(x=6, y=4),18094863293
14,Blue,RED(x=7, y=1),18100418875
15,Red,BLUE(x=6, y=6),21114648918
16,Blue,RED(x=10, y=1),21114138958
17,Red,BLUE(x=8, y=1),24134256501
18,Blue,RED(x=7, y=3),24132991958
19,Red,BLUE(x=6, y=3),27149802418
20,Blue,RED(x=7, y=2),27151709250
21,Red,BLUE(x=5, y=2),30168526960
22,Blue,RED(x=3, y=10),30169688417
23,Red,BLUE(x=5, y=1),33184359127
24,Blue,RED(x=6, y=10),33185320042
25,Red,BLUE(x=4, y=10),36202175127
26,Blue,RED(x=8, y=8),36205247292
27,Red,BLUE(x=6, y=2),39233339502
28,Blue,RED(x=10, y=2),39237589376
29,Red,BLUE(x=6, y=0),42239377418
30,Blue,RED(x=9, y=7),42241648626
31,Red,BLUE(x=4, y=9),45240628793
Blue,42241648626
Red,45240628793
winner,Red,WIN
