1,Red,RED(x=5, y=5),2127459
2,Blue,REDSWAP(),2323708
3,Red,BLUE(x=3, y=6),3017427292
4,Blue,RED(x=6, y=5),3023804333
5,Red,BLUE(x=4, y=3),6033751375
6,Blue,RED(x=0, y=10),6044080125
7,Red,BLUE(x=4, y=8),9049822708
8,Blue,RED(x=5, y=4),9054340291
9,Red,BLUE(x=3, y=4),12068191208
10,Blue,RED(x=3, y=5),12071558958
11,Red,BLUE(x=9, y=2),15079638541
12,Blue,RED(x=7, y=4),15086514958
13,Red,BLUE(x=7, y=6),18091615832
14,Blue,RED(x=9, y=3),18100764458
15,Red,BLUE(x=1, y=7),21105463873
16,Blue,RED(x=2, y=5),21114608000
17,Red,BLUE(x=1, y=8),24121714123
18,Blue,RED(x=8, y=4),24132099125
19,Red,BLUE(x=2, y=2),27138408081
20,Blue,RED(x=1, y=5),27153144458
21,Red,BLUE(x=8, y=9),30157992915
22,Blue,RED(x=4, y=5),30181944666
23,Red,BLUE(x=0, y=9),33186858165
24,Blue,RED(x=0, y=5),33194378250
25,Red,BLUE(x=10, y=7),36192562081
26,Blue,RED(x=10, y=2),36195873875
Blue,36195873875
Red,36192562081
winner,Blue,WIN
