1,Red,RED(x=5, y=5),2088750
2,Blue,REDSWAP(),1876292
3,Red,BLUE(x=4, y=6),3025220708
4,Blue,RED(x=4, y=5),3020214792
5,Red,BLUE(x=8, y=3),6040598416
6,Blue,RED(x=6, y=6),6038935875
7,Red,BLUE(x=10, y=0),9055624832
8,Blue,RED(x=8, y=5),9050449333
9,Red,BLUE(x=2, y=5),12066875332
10,Blue,RED(x=2, y=6),12063146833
11,Red,BLUE(x=9, y=1),15084089373
12,Blue,RED(x=6, y=5),15079374458
13,Red,BLUE(x=8, y=2),18096242915
14,Blue,RED(x=10, y=4),18097265625
15,Red,BLUE(x=8, y=6),21109381998
16,Blue,RED(x=9, y=5),21113378000
17,Red,BLUE(x=0, y=6),24125676373
18,Blue,RED(x=1, y=7),24131260208
19,Red,BLUE(x=5, y=8),27145183498
20,Blue,RED(x=3, y=5),27157931875
21,Red,BLUE(x=0, y=7),30175199664
22,Blue,RED(x=0, y=8),30159654875
23,Red,BLUE(x=7, y=5),33176788955
24,Blue,RED(x=7, y=6),33160088000
Blue,33160088000
Red,33176788955
winner,Blue,WIN
