1,Red,RED(x=5, y=5),2319791
2,Blue,REDSWAP(),2173750
3,Red,BLUE(x=3, y=5),3021552541
4,Blue,RED(x=7, y=4),3022676834
5,Red,BLUE(x=4, y=7),6035127000
6,Blue,RED(x=3, y=6),6043100542
7,Red,BLUE(x=1, y=9),9049451833
8,Blue,RED(x=2, y=6),9056611375
9,Red,BLUE(x=7, y=6),12068695708
10,Blue,RED(x=8, y=4),12071810500
11,Red,BLUE(x=10, y=0),15085485458
12,Blue,RED(x=4, y=5),15085553584
13,Red,BLUE(x=2, y=4),18101950583
14,Blue,RED(x=6, y=4),18100166209
15,Red,BLUE(x=9, y=6),21117737542
16,Blue,RED(x=9, y=4),21120834792
17,Red,BLUE(x=4, y=0),24141618459
18,Blue,RED(x=1, y=6),24151672834
19,Red,BLUE(x=9, y=10),27169323584
20,Blue,RED(x=0, y=6),27167032250
21,Red,BLUE(x=8, y=8),30176711667
22,Blue,RED(x=10, y=3),30168678500
Blue,30168678500
Red,30176711667
winner,Blue,WIN
