1,Red,RED(x=5, y=5),1988333
2,Blue,REDSWAP(),1687833
3,Red,BLUE(x=10, y=0),3020333333
4,Blue,RED(x=3, y=6),3020092375
5,Red,BLUE(x=8, y=4),6042318667
6,Blue,RED(x=4, y=5),6036166334
7,Red,BLUE(x=6, y=6),9058166750
8,Blue,RED(x=8, y=3),9053285042
9,Red,BLUE(x=6, y=4),12072635500
10,Blue,RED(x=6, y=7),12064651209
11,Red,BLUE(x=7, y=3),15087056625
12,Blue,RED(x=7, y=7),15081566084
13,Red,BLUE(x=2, y=7),18103651542
14,Blue,RED(x=2, y=6),18093588584
15,Red,BLUE(x=9, y=6),21120796292
16,Blue,RED(x=8, y=5),21107333501
17,Red,BLUE(x=9, y=7),24137834000
18,Blue,RED(x=6, y=5),24126528876
19,Red,BLUE(x=9, y=3),27152968542
20,Blue,RED(x=7, y=5),27143533042
21,Red,BLUE(x=10, y=4),30171853625
22,Blue,RED(x=9, y=8),30158414417
23,Red,BLUE(x=8, y=8),33188216167
24,Blue,RED(x=7, y=9),33177530042
25,Red,BLUE(x=8, y=9),36203413542
26,Blue,RED(x=0, y=7),36192964083
27,Red,BLUE(x=9, y=5),39221472126
28,Blue,RED(x=7, y=10),39210902500
29,Red,BLUE(x=8, y=10),42239792876
30,Blue,RED(x=3, y=7),42230101000
31,Red,BLUE(x=10, y=3),45266650543
32,Blue,RED(x=9, y=2),45260780167
33,Red,BLUE(x=7, y=4),47281271293
34,Blue,RED(x=3, y=5),47275944959
35,Red,BLUE(x=8, y=2),49287382001
36,Blue,RED(x=9, y=1),49281583376
37,Red,BLUE(x=8, y=1),51293416001
38,Blue,RED(x=4, y=3),51285557084
39,Red,BLUE(x=8, y=0),53294731251
Blue,51285557084
Red,53294731251
winner,Red,WIN
