1,Red,RED(x=5, y=5),1955583
2,Blue,REDSWAP(),2433917
3,Red,BLUE(x=1, y=9),3023697125
4,Blue,RED(x=4, y=6),3022307750
5,Red,BLUE(x=3, y=5),6038962167
6,Blue,RED(x=2, y=7),6043191250
7,Red,BLUE(x=7, y=3),9053386167
8,Blue,RED(x=6, y=5),9062166167
9,Red,BLUE(x=0, y=8),12069106542
10,Blue,RED(x=1, y=6),12073929042
11,Red,BLUE(x=0, y=9),15083794417
12,Blue,RED(x=2, y=6),15094346125
13,Red,BLUE(x=6, y=7),18095168625
14,Blue,RED(x=7, y=5),18112194917
15,Red,BLUE(x=10, y=4),21110852625
16,Blue,RED(x=8, y=5),21124736709
17,Red,BLUE(x=0, y=5),24125332917
18,Blue,RED(x=3, y=6),24141405917
19,Red,BLUE(x=8, y=9),27139052751
20,Blue,RED(x=0, y=6),27161225083
21,Red,BLUE(x=6, y=1),30155154585
22,Blue,RED(x=9, y=5),30169167458
23,Red,BLUE(x=10, y=5),33162813544
24,Blue,RED(x=9, y=4),33172995833
25,Red,BLUE(x=10, y=3),36166026878
26,Blue,RED(x=9, y=3),36177140916
27,Red,BLUE(x=10, y=2),39169995919
28,Blue,RED(x=9, y=2),39181570916
29,Red,BLUE(x=10, y=1),42173905044
30,Blue,RED(x=9, y=6),42197306416
31,Red,BLUE(x=10, y=6),45191198252
32,Blue,RED(x=9, y=7),45209809749
33,Red,BLUE(x=10, y=7),47207079127
34,Blue,RED(x=10, y=0),47218706458
35,Red,BLUE(x=9, y=1),49219331877
36,Blue,RED(x=9, y=8),49230149083
37,Red,BLUE(x=10, y=8),51233627836
38,Blue,RED(x=1, y=5),51243096792
39,Red,BLUE(x=9, y=9),53243798919
40,Blue,RED(x=2, y=5),53258836250
41,Red,BLUE(x=9, y=0),55252007586
42,Blue,RED(x=7, y=9),55269552875
43,Red,BLUE(x=9, y=10),57253403044
Blue,55269552875
Red,57253403044
winner,Red,WIN
