1,Red,RED(x=5, y=5),2039583
2,Blue,REDSWAP(),1918833
3,Red,BLUE(x=1, y=9),3019906250
4,Blue,RED(x=1, y=8),3026230541
5,Red,BLUE(x=6, y=5),6034805042
6,Blue,RED(x=7, y=2),6045730249
7,Red,BLUE(x=4, y=4),9045371834
8,Blue,RED(x=4, y=7),9057424624
9,Red,BLUE(x=5, y=7),12056873834
10,Blue,RED(x=2, y=7),12070667541
11,Red,BLUE(x=6, y=4),15071466917
12,Blue,RED(x=4, y=3),15088089499
13,Red,BLUE(x=5, y=3),18087450917
14,Blue,RED(x=3, y=4),18102502874
15,Red,BLUE(x=5, y=2),21099780584
16,Blue,RED(x=4, y=2),21115180624
17,Red,BLUE(x=5, y=1),24117596126
18,Blue,RED(x=8, y=2),24128870333
19,Red,BLUE(x=4, y=8),27135092751
20,Blue,RED(x=7, y=7),27144786958
21,Red,BLUE(x=6, y=6),30154413417
22,Blue,RED(x=0, y=8),30160186708
23,Red,BLUE(x=3, y=9),33171395583
24,Blue,RED(x=3, y=6),33179992791
25,Red,BLUE(x=5, y=4),36187659499
26,Blue,RED(x=1, y=1),36199146416
27,Red,BLUE(x=3, y=10),39198975374
28,Blue,RED(x=1, y=7),39205630749
29,Red,BLUE(x=6, y=0),42199504082
Blue,39205630749
Red,42199504082
winner,Red,WIN
