1,Red,RED(x=5, y=5),2071917
2,Blue,REDSWAP(),1731541
3,Red,BLUE(x=3, y=5),3020682083
4,Blue,RED(x=4, y=4),3018218291
5,Red,BLUE(x=2, y=8),6041741083
6,Blue,RED(x=3, y=4),6033996916
7,Red,BLUE(x=6, y=6),9056372666
8,Blue,RED(x=6, y=5),9048871916
9,Red,BLUE(x=9, y=1),12072601333
10,Blue,RED(x=7, y=5),12066909999
11,Red,BLUE(x=10, y=2),15085003916
12,Blue,RED(x=9, y=4),15085555082
13,Red,BLUE(x=1, y=3),18101285999
14,Blue,RED(x=1, y=5),18101385665
15,Red,BLUE(x=9, y=2),21119191666
16,Blue,RED(x=8, y=5),21119612374
17,Red,BLUE(x=9, y=0),24138409166
18,Blue,RED(x=10, y=4),24140315374
19,Red,BLUE(x=2, y=10),27158695666
20,Blue,RED(x=2, y=5),27170668207
21,Red,BLUE(x=10, y=7),30189491124
22,Blue,RED(x=0, y=5),30174917082
23,Red,BLUE(x=4, y=5),33191052332
24,Blue,RED(x=5, y=4),33175237582
Blue,33175237582
Red,33191052332
winner,Blue,WIN
