1,Red,RED(x=5, y=5),2138958
2,Blue,REDSWAP(),2052208
3,Red,BLUE(x=8, y=2),3017713083
4,Blue,RED(x=8, y=3),3024520292
5,Red,BLUE(x=1, y=9),6039192833
6,Blue,RED(x=7, y=4),6042630334
7,Red,BLUE(x=2, y=5),9052695500
8,Blue,RED(x=9, y=3),9055385334
9,Red,BLUE(x=0, y=10),12069935917
10,Blue,RED(x=1, y=8),12069337375
11,Red,BLUE(x=1, y=7),15082970667
12,Blue,RED(x=2, y=8),15083593458
13,Red,BLUE(x=2, y=6),18100686167
14,Blue,RED(x=3, y=7),18101536875
15,Red,BLUE(x=2, y=4),21118053501
16,Blue,RED(x=4, y=6),21117138084
17,Red,BLUE(x=3, y=2),24134343918
18,Blue,RED(x=0, y=8),24134534668
19,Red,BLUE(x=2, y=10),27149645168
20,Blue,RED(x=10, y=2),27139570418
21,Red,BLUE(x=9, y=2),30151668002
22,Blue,RED(x=6, y=5),30141018377
Blue,30141018377
Red,30151668002
winner,Blue,WIN
