1,Red,RED(x=5, y=5),2432292
2,Blue,REDSWAP(),2549667
3,Red,BLUE(x=6, y=4),3021086208
4,Blue,RED(x=6, y=5),3019935500
5,Red,BLUE(x=4, y=5),6036479250
6,Blue,RED(x=4, y=6),6038099209
7,Red,BLUE(x=2, y=6),9054450125
8,Blue,RED(x=2, y=7),9051778459
9,Red,BLUE(x=9, y=2),12073576458
10,Blue,RED(x=8, y=4),12063925125
11,Red,BLUE(x=7, y=6),15091728083
12,Blue,RED(x=3, y=6),15076873083
13,Red,BLUE(x=8, y=1),18108934042
14,Blue,RED(x=9, y=4),18092804625
15,Red,BLUE(x=2, y=3),21128264959
16,Blue,RED(x=1, y=7),21110310959
17,Red,BLUE(x=2, y=2),24149504793
18,Blue,RED(x=7, y=4),24138854250
19,Red,BLUE(x=4, y=2),27177519627
20,Blue,RED(x=10, y=4),27160518083
21,Red,BLUE(x=8, y=3),30186623835
22,Blue,RED(x=0, y=8),30162650666
Blue,30162650666
Red,30186623835
winner,Blue,WIN
