1,Red,RED(x=5, y=5),2296958
2,Blue,REDSWAP(),2323166
3,Red,BLUE(x=6, y=3),3018532416
4,Blue,RED(x=2, y=6),3021185875
5,Red,BLUE(x=3, y=8),6036473541
6,Blue,RED(x=4, y=5),6042195250
7,Red,BLUE(x=7, y=4),9053672499
8,Blue,RED(x=6, y=6),9052876291
9,Red,BLUE(x=8, y=6),12066807791
10,Blue,RED(x=8, y=5),12069315999
11,Red,BLUE(x=9, y=2),15085968124
12,Blue,RED(x=9, y=5),15087712124
13,Red,BLUE(x=10, y=4),18105387624
14,Blue,RED(x=10, y=5),18104408958
15,Red,BLUE(x=2, y=3),21124149582
16,Blue,RED(x=7, y=6),21124481750
17,Red,BLUE(x=0, y=5),24145516332
18,Blue,RED(x=1, y=7),24156000375
19,Red,BLUE(x=5, y=2),27179490748
20,Blue,RED(x=5, y=6),27182954208
21,Red,BLUE(x=0, y=8),30206878915
22,Blue,RED(x=0, y=7),30185115458
23,Red,BLUE(x=4, y=10),33208884332
24,Blue,RED(x=3, y=6),33185393041
Blue,33185393041
Red,33208884332
winner,Blue,WIN
