1,Red,RED(x=5, y=5),480098042
2,Blue,REDSWAP(),1084
3,Red,BLUE(x=8, y=3),4858062752
4,Blue,RED(x=3, y=2),7042
5,Red,BLUE(x=5, y=4),9304480963
6,Blue,RED(x=3, y=4),11042
7,Red,BLUE(x=2, y=8),13498070965
8,Blue,RED(x=9, y=1),15583
9,Red,BLUE(x=4, y=5),17795935259
10,Blue,RED(x=9, y=4),19041
11,Red,BLUE(x=3, y=5),21674945427
12,Blue,RED(x=5, y=7),22499
13,Red,BLUE(x=9, y=3),26064519387
Blue,26624
Red,26064519387
winner,Red,BAD_MOVE
