1,Red,RED(x=5, y=5),2002417
2,Blue,REDSWAP(),1897750
3,Red,BLUE(x=4, y=4),3020349459
4,Blue,RED(x=6, y=5),3019027833
5,Red,BLUE(x=8, y=4),6040461043
6,Blue,RED(x=2, y=8),6036070583
7,Red,BLUE(x=4, y=6),9050815043
8,Blue,RED(x=4, y=5),9048387083
9,Red,BLUE(x=6, y=7),12063737376
10,Blue,RED(x=7, y=3),12064424833
11,Red,BLUE(x=1, y=8),15079702542
12,Blue,RED(x=3, y=5),15082376791
13,Red,BLUE(x=1, y=7),18092187959
14,Blue,RED(x=9, y=3),18100019916
15,Red,BLUE(x=9, y=2),21110530418
16,Blue,RED(x=8, y=3),21118111624
17,Red,BLUE(x=3, y=3),24125294126
18,Blue,RED(x=1, y=6),24137748499
19,Red,BLUE(x=1, y=10),27144048168
20,Blue,RED(x=2, y=5),27156086374
21,Red,BLUE(x=6, y=2),30166149918
22,Blue,RED(x=6, y=4),30175151041
23,Red,BLUE(x=2, y=4),33195364710
24,Blue,RED(x=10, y=3),33182664999
25,Red,BLUE(x=8, y=0),36197772501
26,Blue,RED(x=0, y=6),36184452499
Blue,36184452499
Red,36197772501
winner,Blue,WIN
