1,Red,RED(x=5, y=5),2038833
2,Blue,REDSWAP(),2285875
3,Red,BLUE(x=4, y=4),3020919458
4,Blue,RED(x=4, y=6),3022200375
5,Red,BLUE(x=0, y=10),6042820499
6,Blue,RED(x=3, y=7),6042785209
7,Red,BLUE(x=2, y=7),9057787457
8,Blue,RED(x=3, y=5),9058348501
9,Red,BLUE(x=7, y=5),12072280082
10,Blue,RED(x=8, y=4),12076303543
11,Red,BLUE(x=7, y=4),15085888707
12,Blue,RED(x=4, y=5),15092568627
13,Red,BLUE(x=7, y=3),18099233374
14,Blue,RED(x=10, y=0),18106252585
15,Red,BLUE(x=2, y=5),21113637583
16,Blue,RED(x=1, y=8),21122154335
17,Red,BLUE(x=5, y=8),24131138250
18,Blue,RED(x=7, y=2),24136632377
19,Red,BLUE(x=6, y=3),27144634167
20,Blue,RED(x=6, y=2),27151597794
21,Red,BLUE(x=9, y=1),30162142042
22,Blue,RED(x=9, y=0),30171384794
23,Red,BLUE(x=5, y=4),33175837792
24,Blue,RED(x=2, y=6),33186632294
25,Red,BLUE(x=5, y=2),36190386125
26,Blue,RED(x=6, y=7),36201183794
27,Red,BLUE(x=5, y=6),39207843334
28,Blue,RED(x=8, y=6),39217968503
29,Red,BLUE(x=5, y=7),42224213917
30,Blue,RED(x=2, y=8),42235476045
31,Red,BLUE(x=6, y=5),45240844209
32,Blue,RED(x=4, y=0),45251730504
33,Red,BLUE(x=5, y=1),47256938626
34,Blue,RED(x=3, y=1),47266711921
35,Red,BLUE(x=5, y=3),49272222417
36,Blue,RED(x=8, y=1),49280937963
37,Red,BLUE(x=5, y=9),51284465208
38,Blue,RED(x=10, y=4),51294299047
39,Red,BLUE(x=5, y=10),53289278167
40,Blue,RED(x=10, y=10),53295586047
41,Red,BLUE(x=6, y=0),55291478875
Blue,53295586047
Red,55291478875
winner,Red,WIN
