1,Red,RED(x=5, y=5),2031417
2,Blue,REDSWAP(),2215042
3,Red,BLUE(x=9, y=1),3026220459
4,Blue,RED(x=7, y=4),3021657167
5,Red,BLUE(x=3, y=6),6046069042
6,Blue,RED(x=9, y=2),6040561250
7,Red,BLUE(x=3, y=8),9063180917
8,Blue,RED(x=2, y=5),9054619125
9,Red,BLUE(x=4, y=4),12077817750
10,Blue,RED(x=3, y=7),12072579792
11,Red,BLUE(x=8, y=3),15093489125
12,Blue,RED(x=2, y=8),15086386834
13,Red,BLUE(x=7, y=3),18106241958
14,Blue,RED(x=8, y=4),18105893500
15,Red,BLUE(x=1, y=7),21119794667
16,Blue,RED(x=4, y=6),21121300250
17,Red,BLUE(x=0, y=9),24140622334
18,Blue,RED(x=0, y=10),24139271083
19,Red,BLUE(x=1, y=9),27159913084
20,Blue,RED(x=1, y=10),27155987416
21,Red,BLUE(x=2, y=9),30173714834
22,Blue,RED(x=2, y=10),30173137749
23,Red,BLUE(x=4, y=9),33186294834
24,Blue,RED(x=3, y=10),33186517874
25,Red,BLUE(x=4, y=10),36205073209
26,Blue,RED(x=1, y=5),36204969290
27,Red,BLUE(x=0, y=8),39222641751
28,Blue,RED(x=6, y=2),39220144457
29,Red,BLUE(x=3, y=4),42241361792
30,Blue,RED(x=3, y=2),42240680124
31,Red,BLUE(x=4, y=8),45256957792
32,Blue,RED(x=0, y=6),45259187249
33,Red,BLUE(x=5, y=1),47268319333
34,Blue,RED(x=8, y=1),47269485124
35,Red,BLUE(x=4, y=5),49281509833
36,Blue,RED(x=1, y=4),49281638416
37,Red,BLUE(x=4, y=2),51299457541
38,Blue,RED(x=7, y=7),51300043166
39,Red,BLUE(x=2, y=6),53314301541
40,Blue,RED(x=2, y=2),53316793500
41,Red,BLUE(x=5, y=0),55318290666
42,Blue,RED(x=3, y=3),55318188083
43,Red,BLUE(x=4, y=3),57318711791
Blue,55318188083
Red,57318711791
winner,Red,WIN
