1,Red,RED(x=5, y=5),2175541
2,Blue,REDSWAP(),2507625
3,Red,BLUE(x=7, y=4),3024799458
4,Blue,RED(x=7, y=6),3021613750
5,Red,BLUE(x=9, y=1),6041756416
6,Blue,RED(x=4, y=5),6037878375
7,Red,BLUE(x=6, y=6),9052496207
8,Blue,RED(x=9, y=0),9050635000
9,Red,BLUE(x=10, y=0),12067276249
10,Blue,RED(x=8, y=5),12063458500
11,Red,BLUE(x=6, y=7),15082134541
12,Blue,RED(x=9, y=3),15076851500
13,Red,BLUE(x=8, y=3),18096206041
14,Blue,RED(x=7, y=9),18092436208
15,Red,BLUE(x=6, y=8),21108661457
16,Blue,RED(x=7, y=3),21111298125
17,Red,BLUE(x=6, y=5),24127277165
18,Blue,RED(x=8, y=10),24126724125
19,Red,BLUE(x=5, y=9),27145028790
20,Blue,RED(x=0, y=0),27146612583
21,Red,BLUE(x=5, y=10),30155712790
22,Blue,RED(x=8, y=2),30148018916
23,Red,BLUE(x=9, y=2),33156266124
Blue,30148018916
Red,33156266124
winner,Red,WIN
