1,Red,RED(x=5, y=5),2013958
2,Blue,REDSWAP(),2051292
3,Red,BLUE(x=4, y=4),3021198542
4,Blue,RED(x=6, y=6),3020705792
5,Red,BLUE(x=5, y=3),6039216708
6,Blue,RED(x=3, y=7),6039849042
7,Red,BLUE(x=5, y=6),9053518374
8,Blue,RED(x=0, y=10),9054801542
9,Red,BLUE(x=2, y=7),12067501291
10,Blue,RED(x=3, y=6),12072017292
11,Red,BLUE(x=3, y=8),15083107624
12,Blue,RED(x=6, y=5),15090722667
13,Red,BLUE(x=7, y=7),18094784541
14,Blue,RED(x=2, y=8),18106015834
15,Red,BLUE(x=9, y=5),21112421832
16,Blue,RED(x=8, y=4),21121723167
17,Red,BLUE(x=1, y=10),24124740374
18,Blue,RED(x=1, y=9),24141249042
19,Red,BLUE(x=7, y=2),27139063207
20,Blue,RED(x=9, y=3),27159096958
21,Red,BLUE(x=4, y=8),30158798582
22,Blue,RED(x=4, y=5),30175607124
23,Red,BLUE(x=0, y=0),33174061999
24,Blue,RED(x=10, y=2),33181778458
25,Red,BLUE(x=1, y=7),36176629291
26,Blue,RED(x=7, y=4),36182428583
Blue,36182428583
Red,36176629291
winner,Blue,WIN
