1,Red,RED(x=5, y=5),2170083
2,Blue,REDSWAP(),2255291
3,Red,BLUE(x=6, y=4),3020257833
4,Blue,RED(x=6, y=5),3020279416
5,Red,BLUE(x=2, y=6),6038602833
6,Blue,RED(x=3, y=4),6041766166
7,Red,BLUE(x=8, y=5),9052953458
8,Blue,RED(x=8, y=3),9057270791
9,Red,BLUE(x=7, y=4),12067930083
10,Blue,RED(x=4, y=4),12073820208
11,Red,BLUE(x=6, y=3),15081822708
12,Blue,RED(x=7, y=1),15089757958
13,Red,BLUE(x=7, y=2),18093744792
14,Blue,RED(x=8, y=1),18103122666
15,Red,BLUE(x=7, y=7),21108383417
16,Blue,RED(x=8, y=2),21116771833
17,Red,BLUE(x=5, y=2),24124786042
18,Blue,RED(x=2, y=5),24130645792
19,Red,BLUE(x=8, y=4),27137962459
20,Blue,RED(x=6, y=6),27149613208
21,Red,BLUE(x=4, y=1),30155340251
22,Blue,RED(x=8, y=8),30164978083
23,Red,BLUE(x=8, y=6),33169125126
24,Blue,RED(x=4, y=8),33180423000
25,Red,BLUE(x=6, y=8),36183566042
26,Blue,RED(x=9, y=2),36197079750
27,Red,BLUE(x=6, y=2),39202687125
28,Blue,RED(x=4, y=5),39218130417
29,Red,BLUE(x=5, y=9),42225435167
30,Blue,RED(x=1, y=10),42248167875
31,Red,BLUE(x=5, y=1),45256488709
32,Blue,RED(x=3, y=5),45272167958
33,Red,BLUE(x=4, y=0),47268959501
34,Blue,RED(x=10, y=3),47278354791
35,Red,BLUE(x=5, y=10),49270478376
Blue,47278354791
Red,49270478376
winner,Red,WIN
