1,Red,RED(x=5, y=5),2205000
2,Blue,REDSWAP(),2408625
3,Red,BLUE(x=6, y=4),3023650750
4,Blue,RED(x=6, y=5),3018859833
5,Red,BLUE(x=0, y=10),6041215541
6,Blue,RED(x=4, y=6),6036635333
7,Red,BLUE(x=2, y=5),9055639916
8,Blue,RED(x=2, y=7),9053063833
9,Red,BLUE(x=6, y=7),12071409541
10,Blue,RED(x=8, y=5),12067370249
11,Red,BLUE(x=3, y=4),15090266833
12,Blue,RED(x=7, y=5),15084725541
13,Red,BLUE(x=4, y=4),18107782708
14,Blue,RED(x=1, y=7),18105319624
15,Red,BLUE(x=8, y=2),21124065375
16,Blue,RED(x=3, y=7),21125168666
17,Red,BLUE(x=1, y=5),24146520416
18,Blue,RED(x=9, y=5),24143234583
19,Red,BLUE(x=4, y=0),27162511250
20,Blue,RED(x=10, y=4),27149624083
21,Red,BLUE(x=1, y=4),30166138042
22,Blue,RED(x=0, y=7),30150129458
Blue,30150129458
Red,30166138042
winner,Blue,WIN
