1,Red,RED(x=5, y=5),1951458
2,Blue,REDSWAP(),2130042
3,Red,BLUE(x=7, y=5),3021223500
4,Blue,RED(x=3, y=6),3019454459
5,Red,BLUE(x=6, y=4),6034988083
6,Blue,RED(x=7, y=7),6042670626
7,Red,BLUE(x=6, y=7),9049041416
8,Blue,RED(x=7, y=3),9055252917
9,Red,BLUE(x=6, y=3),12062148291
10,Blue,RED(x=6, y=1),12070883542
11,Red,BLUE(x=6, y=6),15079767041
12,Blue,RED(x=9, y=2),15083205167
13,Red,BLUE(x=7, y=1),18093908499
14,Blue,RED(x=8, y=2),18101387167
15,Red,BLUE(x=7, y=4),21107947999
16,Blue,RED(x=4, y=7),21117026292
17,Red,BLUE(x=6, y=8),24126441290
18,Blue,RED(x=3, y=4),24131859334
19,Red,BLUE(x=7, y=2),27144132082
20,Blue,RED(x=4, y=4),27148004959
21,Red,BLUE(x=5, y=9),30161191249
22,Blue,RED(x=10, y=1),30165336001
23,Red,BLUE(x=4, y=10),33166133499
24,Blue,RED(x=8, y=0),33167126376
25,Red,BLUE(x=7, y=0),36166588874
Blue,33167126376
Red,36166588874
winner,Red,WIN
