1,Red,RED(x=5, y=5),2078834
2,Blue,REDSWAP(),2098542
3,Red,BLUE(x=5, y=6),3024823251
4,Blue,RED(x=8, y=2),3018299376
5,Red,BLUE(x=5, y=3),6041353293
6,Blue,RED(x=9, y=2),6037025293
7,Red,BLUE(x=5, y=2),9052794876
8,Blue,RED(x=4, y=5),9053738668
9,Red,BLUE(x=3, y=7),12065009793
10,Blue,RED(x=2, y=7),12068571002
11,Red,BLUE(x=4, y=4),15082453543
12,Blue,RED(x=3, y=6),15087159960
13,Red,BLUE(x=10, y=2),18097898001
14,Blue,RED(x=6, y=5),18100028502
15,Red,BLUE(x=1, y=6),21114493293
16,Blue,RED(x=1, y=8),21115381711
17,Red,BLUE(x=8, y=7),24130091334
18,Blue,RED(x=10, y=1),24133286336
19,Red,BLUE(x=3, y=2),27151521625
20,Blue,RED(x=7, y=4),27152611461
21,Red,BLUE(x=10, y=9),30177135208
22,Blue,RED(x=8, y=3),30160963878
23,Red,BLUE(x=3, y=5),33180129166
24,Blue,RED(x=0, y=8),33164313212
Blue,33164313212
Red,33180129166
winner,Blue,WIN
