1,Red,RED(x=5, y=5),2100542
2,Blue,REDSWAP(),2369333
3,Red,BLUE(x=8, y=3),3022864084
4,Blue,RED(x=7, y=6),3019742625
5,Red,BLUE(x=4, y=5),6040388625
6,Blue,RED(x=1, y=9),6040605583
7,Red,BLUE(x=2, y=8),9053163917
8,Blue,RED(x=2, y=9),9052609083
9,Red,BLUE(x=6, y=5),12070455959
10,Blue,RED(x=4, y=7),12069010458
11,Red,BLUE(x=7, y=4),15088114376
12,Blue,RED(x=6, y=6),15081721458
13,Red,BLUE(x=4, y=6),18103797084
14,Blue,RED(x=3, y=8),18094619583
15,Red,BLUE(x=7, y=9),21119807293
16,Blue,RED(x=5, y=6),21110706541
17,Red,BLUE(x=10, y=2),24134397584
18,Blue,RED(x=9, y=5),24126288041
19,Red,BLUE(x=7, y=5),27156026334
20,Blue,RED(x=0, y=10),27143785791
21,Red,BLUE(x=3, y=6),30173906792
22,Blue,RED(x=10, y=5),30148312041
23,Red,BLUE(x=8, y=5),33175349042
24,Blue,RED(x=8, y=6),33148723333
Blue,33148723333
Red,33175349042
winner,Blue,WIN
