1,Red,RED(x=5, y=5),2104167
2,Blue,REDSWAP(),2130958
3,Red,BLUE(x=6, y=6),3023207583
4,Blue,RED(x=7, y=3),3019531416
5,Red,BLUE(x=3, y=6),6042864250
6,Blue,RED(x=6, y=3),6039080166
7,Red,BLUE(x=3, y=8),9057919959
8,Blue,RED(x=4, y=3),9056358166
9,Red,BLUE(x=9, y=1),12074520334
10,Blue,RED(x=8, y=3),12072858249
11,Red,BLUE(x=2, y=3),15088858459
12,Blue,RED(x=3, y=5),15087501291
13,Red,BLUE(x=10, y=3),18102432918
14,Blue,RED(x=10, y=2),18102610958
15,Red,BLUE(x=3, y=9),21119826626
16,Blue,RED(x=2, y=6),21122326833
17,Red,BLUE(x=4, y=2),24137324251
18,Blue,RED(x=4, y=5),24141925292
19,Red,BLUE(x=2, y=10),27154668793
20,Blue,RED(x=1, y=6),27172500083
21,Red,BLUE(x=4, y=1),30186964334
22,Blue,RED(x=9, y=2),30194659375
23,Red,BLUE(x=1, y=0),33210525834
24,Blue,RED(x=5, y=4),33215706792
25,Red,BLUE(x=6, y=10),36221815917
26,Blue,RED(x=0, y=7),36217463584
Blue,36217463584
Red,36221815917
winner,Blue,WIN
