1,Red,RED(x=5, y=5),2088208
2,Blue,REDSWAP(),2349625
3,Red,BLUE(x=6, y=5),3018131416
4,Blue,RED(x=6, y=3),3025377208
5,Red,BLUE(x=10, y=0),6037265708
6,Blue,RED(x=6, y=4),6045682624
7,Red,BLUE(x=7, y=3),9049089416
8,Blue,RED(x=7, y=4),9059862916
9,Red,BLUE(x=4, y=6),12060203500
10,Blue,RED(x=4, y=5),12076211583
11,Red,BLUE(x=1, y=7),15077493833
12,Blue,RED(x=1, y=8),15089939499
13,Red,BLUE(x=2, y=4),18095728083
14,Blue,RED(x=3, y=5),18105828458
15,Red,BLUE(x=3, y=6),21112995750
16,Blue,RED(x=8, y=4),21120323083
17,Red,BLUE(x=1, y=6),24132265208
18,Blue,RED(x=3, y=3),24133872625
19,Red,BLUE(x=2, y=3),27148535541
20,Blue,RED(x=3, y=8),27149202125
21,Red,BLUE(x=4, y=7),30165401666
22,Blue,RED(x=4, y=8),30164195625
23,Red,BLUE(x=9, y=3),33185070999
24,Blue,RED(x=3, y=2),33177507167
25,Red,BLUE(x=9, y=4),36202929665
26,Blue,RED(x=2, y=5),36195778292
27,Red,BLUE(x=5, y=7),39220841040
28,Blue,RED(x=1, y=5),39213259084
29,Red,BLUE(x=9, y=2),42239617624
30,Blue,RED(x=8, y=8),42228958501
31,Red,BLUE(x=8, y=5),45252376166
32,Blue,RED(x=4, y=9),45242921792
33,Red,BLUE(x=5, y=8),47260640583
34,Blue,RED(x=9, y=6),47253310750
35,Red,BLUE(x=5, y=9),49274101000
36,Blue,RED(x=9, y=7),49265444917
37,Red,BLUE(x=7, y=6),51285953083
38,Blue,RED(x=1, y=3),51279241209
39,Red,BLUE(x=10, y=1),53296938249
40,Blue,RED(x=7, y=2),53291847626
41,Red,BLUE(x=6, y=6),55300960499
42,Blue,RED(x=6, y=1),55293369918
43,Red,BLUE(x=5, y=10),57302605791
Blue,55293369918
Red,57302605791
winner,Red,WIN
