1,Red,RED(x=5, y=5),2587042
2,Blue,REDSWAP(),2139459
3,Red,BLUE(x=1, y=9),3020935667
4,Blue,RED(x=4, y=4),3016746959
5,Red,BLUE(x=7, y=4),6039222167
6,Blue,RED(x=2, y=5),6035607667
7,Red,BLUE(x=9, y=1),9056719583
8,Blue,RED(x=9, y=0),9046462500
9,Red,BLUE(x=10, y=0),12072237124
10,Blue,RED(x=9, y=3),12063822375
11,Red,BLUE(x=5, y=6),15090876249
12,Blue,RED(x=8, y=2),15081129292
13,Red,BLUE(x=5, y=3),18107953749
14,Blue,RED(x=3, y=4),18099937042
15,Red,BLUE(x=5, y=4),21124311374
16,Blue,RED(x=4, y=3),21112619792
17,Red,BLUE(x=7, y=5),24142725541
18,Blue,RED(x=7, y=6),24126584376
19,Red,BLUE(x=5, y=2),27159587374
20,Blue,RED(x=2, y=7),27144885709
21,Red,BLUE(x=6, y=4),30177450124
22,Blue,RED(x=4, y=6),30158532375
23,Red,BLUE(x=6, y=6),33191555624
24,Blue,RED(x=1, y=10),33172500958
25,Red,BLUE(x=6, y=7),36206606416
26,Blue,RED(x=2, y=10),36186358083
27,Red,BLUE(x=6, y=8),39226513541
28,Blue,RED(x=3, y=9),39201935541
29,Red,BLUE(x=6, y=1),42246582750
30,Blue,RED(x=2, y=6),42222418291
31,Red,BLUE(x=5, y=10),45280077583
32,Blue,RED(x=0, y=3),45253268083
33,Red,BLUE(x=7, y=0),47284827083
34,Blue,RED(x=8, y=10),47255409291
35,Red,BLUE(x=6, y=9),49285958041
Blue,47255409291
Red,49285958041
winner,Red,WIN
