1,Red,RED(x=5, y=5),1942041
2,Blue,REDSWAP(),1992333
3,Red,BLUE(x=8, y=3),3021974291
4,Blue,RED(x=6, y=5),3024292124
5,Red,BLUE(x=2, y=8),6037446458
6,Blue,RED(x=7, y=6),6043600499
7,Red,BLUE(x=4, y=5),9048799666
8,Blue,RED(x=8, y=4),9055997540
9,Red,BLUE(x=4, y=6),12061454541
10,Blue,RED(x=5, y=3),12074989248
11,Red,BLUE(x=5, y=4),15073805791
12,Blue,RED(x=6, y=3),15092342331
13,Red,BLUE(x=6, y=4),18087990166
14,Blue,RED(x=7, y=3),18110386748
15,Red,BLUE(x=2, y=7),21105543958
16,Blue,RED(x=7, y=4),21125112957
17,Red,BLUE(x=1, y=5),24125407333
18,Blue,RED(x=4, y=2),24144408082
19,Red,BLUE(x=2, y=3),27145524333
20,Blue,RED(x=1, y=2),27163234290
21,Red,BLUE(x=3, y=3),30164263292
22,Blue,RED(x=3, y=1),30178809665
23,Red,BLUE(x=2, y=5),33180373626
24,Blue,RED(x=3, y=2),33199061832
25,Red,BLUE(x=1, y=9),36199193335
26,Blue,RED(x=2, y=2),36214109290
27,Red,BLUE(x=2, y=6),39216584210
28,Blue,RED(x=0, y=2),39229989707
29,Red,BLUE(x=9, y=8),42232862419
30,Blue,RED(x=9, y=4),42248878123
31,Red,BLUE(x=2, y=10),45253469669
32,Blue,RED(x=4, y=3),45265121790
33,Red,BLUE(x=0, y=4),47265734377
34,Blue,RED(x=10, y=3),47266423415
Blue,47266423415
Red,47265734377
winner,Blue,WIN
