1,Red,RED(x=5, y=5),2068167
2,Blue,REDSWAP(),2110041
3,Red,BLUE(x=7, y=4),3019214209
4,Blue,RED(x=3, y=6),3022545832
5,Red,BLUE(x=6, y=5),6036812667
6,Blue,RED(x=7, y=3),6042476707
7,Red,BLUE(x=6, y=7),9049316958
8,Blue,RED(x=6, y=4),9056639999
9,Red,BLUE(x=1, y=6),12061994666
10,Blue,RED(x=8, y=3),12074574166
11,Red,BLUE(x=3, y=8),15080566500
12,Blue,RED(x=1, y=7),15088351708
13,Red,BLUE(x=3, y=3),18098506542
14,Blue,RED(x=9, y=3),18106528125
15,Red,BLUE(x=5, y=1),21117187917
16,Blue,RED(x=4, y=6),21126347291
17,Red,BLUE(x=2, y=2),24136993084
18,Blue,RED(x=2, y=6),24146785374
19,Red,BLUE(x=7, y=0),27155373126
20,Blue,RED(x=10, y=3),27154503749
21,Red,BLUE(x=3, y=5),30158982167
22,Blue,RED(x=0, y=7),30156636791
Blue,30156636791
Red,30158982167
winner,Blue,WIN
