1,Red,RED(x=5, y=5),2202959
2,Blue,REDSWAP(),2156459
3,Red,BLUE(x=9, y=1),3021659292
4,Blue,RED(x=4, y=5),3021074584
5,Red,BLUE(x=6, y=7),6040545584
6,Blue,RED(x=3, y=5),6042294751
7,Red,BLUE(x=6, y=5),9051211584
8,Blue,RED(x=2, y=5),9058004543
9,Red,BLUE(x=6, y=4),12067971751
10,Blue,RED(x=4, y=8),12074506501
11,Red,BLUE(x=6, y=6),15081768251
12,Blue,RED(x=5, y=3),15086641293
13,Red,BLUE(x=6, y=2),18097700209
14,Blue,RED(x=5, y=2),18103771918
15,Red,BLUE(x=6, y=3),21116878626
16,Blue,RED(x=5, y=6),21118007001
17,Red,BLUE(x=5, y=8),24133533876
18,Blue,RED(x=8, y=9),24132964876
19,Red,BLUE(x=4, y=9),27151467459
20,Blue,RED(x=1, y=6),27154515126
21,Red,BLUE(x=6, y=1),30171988001
22,Blue,RED(x=3, y=7),30183072001
23,Red,BLUE(x=7, y=0),33190023376
24,Blue,RED(x=0, y=1),33191783168
25,Red,BLUE(x=4, y=10),36193713084
Blue,33191783168
Red,36193713084
winner,Red,WIN
