1,Red,RED(x=5, y=5),2273125
2,Blue,REDSWAP(),1947292
3,Red,BLUE(x=2, y=8),3023665250
4,Blue,RED(x=6, y=4),3021642000
5,Red,BLUE(x=7, y=3),6044760958
6,Blue,RED(x=7, y=4),6042588584
7,Red,BLUE(x=5, y=3),9057759625
8,Blue,RED(x=4, y=5),9058075750
9,Red,BLUE(x=1, y=9),12073896708
10,Blue,RED(x=3, y=5),12077230083
11,Red,BLUE(x=7, y=5),15091245000
12,Blue,RED(x=8, y=4),15095794458
13,Red,BLUE(x=2, y=2),18107664917
14,Blue,RED(x=2, y=5),18115597249
15,Red,BLUE(x=10, y=1),21122632250
16,Blue,RED(x=1, y=5),21132943249
17,Red,BLUE(x=1, y=10),24139898250
18,Blue,RED(x=9, y=4),24151445999
19,Red,BLUE(x=8, y=10),27166948917
20,Blue,RED(x=0, y=6),27168603249
21,Red,BLUE(x=5, y=4),30180425708
22,Blue,RED(x=10, y=4),30170133541
Blue,30170133541
Red,30180425708
winner,Blue,WIN
