1,Red,RED(x=5, y=5),2291333
2,Blue,REDSWAP(),2476042
3,Red,BLUE(x=9, y=2),3023879458
4,Blue,RED(x=3, y=6),3019149417
5,Red,BLUE(x=8, y=5),6038332875
6,Blue,RED(x=6, y=4),6033816042
7,Red,BLUE(x=4, y=6),9054164458
8,Blue,RED(x=4, y=5),9050260167
9,Red,BLUE(x=6, y=6),12070514333
10,Blue,RED(x=9, y=1),12063144250
11,Red,BLUE(x=1, y=6),15083464583
12,Blue,RED(x=8, y=3),15079221583
13,Red,BLUE(x=0, y=8),18098391666
14,Blue,RED(x=9, y=3),18093047249
15,Red,BLUE(x=1, y=3),21116748874
16,Blue,RED(x=2, y=5),21109893416
17,Red,BLUE(x=1, y=5),24133357874
18,Blue,RED(x=1, y=9),24124715457
19,Red,BLUE(x=2, y=7),27151204082
20,Blue,RED(x=2, y=6),27144807249
21,Red,BLUE(x=1, y=7),30170794832
22,Blue,RED(x=1, y=2),30162148165
23,Red,BLUE(x=4, y=2),33190769957
24,Blue,RED(x=3, y=8),33181239415
25,Red,BLUE(x=3, y=7),36207494707
26,Blue,RED(x=3, y=2),36200667831
27,Red,BLUE(x=3, y=3),39229681124
28,Blue,RED(x=2, y=4),39216742289
29,Red,BLUE(x=1, y=4),42249494624
30,Blue,RED(x=4, y=1),42236593456
31,Red,BLUE(x=2, y=2),45269755165
32,Blue,RED(x=2, y=0),45254394539
33,Red,BLUE(x=3, y=1),47285606665
34,Blue,RED(x=7, y=6),47264872122
35,Red,BLUE(x=4, y=8),49300746332
36,Blue,RED(x=4, y=10),49276962372
37,Red,BLUE(x=4, y=7),51316336332
38,Blue,RED(x=9, y=7),51292145539
39,Red,BLUE(x=3, y=9),53330430665
40,Blue,RED(x=0, y=9),53306291080
41,Red,BLUE(x=3, y=0),55333966707
42,Blue,RED(x=5, y=6),55308111163
43,Red,BLUE(x=3, y=10),57335206707
Blue,55308111163
Red,57335206707
winner,Red,WIN
