1,Red,RED(x=5, y=5),2462708
2,Blue,REDSWAP(),2190209
3,Red,BLUE(x=6, y=4),3022295583
4,Blue,RED(x=6, y=5),3015894834
5,Red,BLUE(x=3, y=4),6043320166
6,Blue,RED(x=2, y=7),6030803459
7,Red,BLUE(x=8, y=3),9054973291
8,Blue,RED(x=7, y=6),9042804917
9,Red,BLUE(x=1, y=8),12068479916
10,Blue,RED(x=1, y=7),12055584500
11,Red,BLUE(x=9, y=1),15079964041
12,Blue,RED(x=0, y=7),15070956125
13,Red,BLUE(x=9, y=0),18098114541
14,Blue,RED(x=9, y=4),18086810917
15,Red,BLUE(x=8, y=2),21116044750
16,Blue,RED(x=7, y=5),21101914750
17,Red,BLUE(x=5, y=7),24134481667
18,Blue,RED(x=4, y=6),24121324083
19,Red,BLUE(x=4, y=3),27153369084
20,Blue,RED(x=8, y=5),27139299750
21,Red,BLUE(x=1, y=2),30169276251
22,Blue,RED(x=10, y=4),30144500209
23,Red,BLUE(x=3, y=7),33170903251
24,Blue,RED(x=3, y=6),33144871751
Blue,33144871751
Red,33170903251
winner,Blue,WIN
